case_label,intensity_w_cm2,harmonic_order,nearest_harmonic_order,mean_intensity,normalized_intensity,display_intensity,display_scale,display_floor,mean_cutoff_order,cutoff_order_p95,cutoff_order_p99,spectrum_model,frequency_grid,driver_sampling,normalization_scope,claim_level,mechanism,processing
BSV - 1e13 W/cm^2,10000000000000.0,15.879614096521916,15.0,1.54031023132987e-05,4.669049729060792e-06,0.46690497290607924,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,15.919613124472852,15.0,7.758379383313221e-06,2.3517508629631187e-06,0.23517508629631187,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,15.959612152423787,15.0,1.4064136581337204e-05,4.263177102827639e-06,0.4263177102827639,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,15.999611180374723,15.0,9.271542755827793e-06,2.8104269718898305e-06,0.28104269718898306,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.039610208325662,17.0,2.73520339316581e-05,8.291057477921805e-06,0.8291057477921805,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.0796092362766,17.0,3.766555245680439e-05,1.1417332295555287e-05,1.1417332295555287,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.119608264227534,17.0,4.1686690963062307e-05,1.2636235817149739e-05,1.263623581714974,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.15960729217847,17.0,2.2383840469712658e-05,6.785078885713766e-06,0.6785078885713766,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.19960632012941,17.0,1.4268530307764347e-05,4.325133743352738e-06,0.4325133743352738,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.239605348080346,17.0,1.811806823194672e-05,5.492021012964319e-06,0.5492021012964319,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.279604376031283,17.0,1.8465469465714855e-05,5.597326658762703e-06,0.5597326658762702,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.31960340398222,17.0,3.084077471176292e-05,9.348578480041493e-06,0.9348578480041493,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.35960243193316,17.0,5.03483719489885e-05,1.5261799060057835e-05,1.5261799060057835,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.399601459884092,17.0,2.851617954174017e-05,8.643937932442201e-06,0.8643937932442202,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.43960048783503,17.0,1.2693774014082857e-05,3.847787342816123e-06,0.3847787342816123,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.479599515785967,17.0,5.280388802397558e-06,1.6006124873872902e-06,0.160061248738729,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.519598543736905,17.0,1.563929573912928e-05,4.7406456211381995e-06,0.47406456211382,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.55959757168784,17.0,1.6087879537887072e-05,4.876622129081202e-06,0.4876622129081202,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.599596599638776,17.0,1.2178004062821464e-05,3.6914451007006793e-06,0.36914451007006793,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.639595627589713,17.0,1.8967997891996875e-05,5.749655077080852e-06,0.5749655077080852,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.67959465554065,17.0,1.4169711613594097e-05,4.2951794271470085e-06,0.42951794271470084,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.719593683491585,17.0,3.291952809754804e-05,9.978698486730306e-06,0.9978698486730306,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.759592711442522,17.0,4.807583847101493e-05,1.4572939659932111e-05,1.4572939659932111,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.799591739393463,17.0,4.140481428565471e-05,1.2550792235882204e-05,1.2550792235882204,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.8395907673444,17.0,4.783233290173593e-05,1.4499127281805834e-05,1.4499127281805835,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.879589795295335,17.0,7.236223256968353e-05,2.19347281801804e-05,2.19347281801804,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.919588823246272,17.0,0.00013918576893867698,4.219054470547588e-05,4.219054470547588,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.959587851197206,17.0,0.004922880715154378,0.0014922432119044778,149.22432119044777,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,16.999586879148147,17.0,0.017137957477385758,0.005194925936923602,519.4925936923602,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.03958590709908,17.0,0.013993754947396513,0.004241842741593283,424.1842741593283,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.07958493505002,17.0,0.001777899221922926,0.0005389238941333035,53.89238941333035,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.119583963000956,17.0,0.00011899440887531413,3.607005921393833e-05,3.607005921393833,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.159582990951893,17.0,5.8757587034423904e-06,1.7810833833550654e-06,0.17810833833550654,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.199582018902827,17.0,6.443055840040508e-05,1.953044751140277e-05,1.9530447511402769,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.239581046853765,17.0,7.018592409491026e-05,2.1275036886322032e-05,2.127503688632203,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.279580074804702,17.0,0.00013892549582497567,4.211164968249342e-05,4.211164968249342,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.319579102755643,17.0,7.255045709963673e-05,2.1991783549462848e-05,2.1991783549462847,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.359578130706577,17.0,1.4315984637953138e-05,4.339518288946481e-06,0.4339518288946481,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.399577158657515,17.0,5.544112681074969e-06,1.6805535199948913e-06,0.16805535199948912,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.43957618660845,17.0,2.509900116288375e-06,7.60810921044658e-07,0.0760810921044658,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.479575214559386,17.0,7.710117187290314e-06,2.337121433859731e-06,0.2337121433859731,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.519574242510323,17.0,6.469192447710706e-06,1.9609673837683642e-06,0.19609673837683642,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.55957327046126,17.0,1.6878505389765717e-06,5.116279786637323e-07,0.05116279786637323,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.5995722984122,17.0,2.5437599145498885e-06,7.71074637968909e-07,0.0771074637968909,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.639571326363132,17.0,5.633253705436314e-06,1.7075743023786584e-06,0.17075743023786583,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.67957035431407,17.0,3.985735053382296e-06,1.2081718859346662e-06,0.12081718859346663,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.71956938226501,17.0,1.0597438370168321e-05,3.212337732006943e-06,0.3212337732006943,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.759568410215945,17.0,9.001452778183242e-06,2.728556222004948e-06,0.2728556222004948,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.799567438166882,17.0,8.870891660158103e-06,2.6889800158393347e-06,0.26889800158393345,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.83956646611782,17.0,1.024607583169109e-05,3.105831319745899e-06,0.3105831319745899,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.879565494068753,17.0,1.3035827085589627e-05,3.951471832366272e-06,0.3951471832366272,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.919564522019694,17.0,5.923369587683165e-06,1.7955153842366546e-06,0.17955153842366545,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.959563549970625,17.0,1.0577682457588987e-05,3.206349241091301e-06,0.32063492410913014,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,17.999562577921566,17.0,1.1805034531738295e-05,3.578389090772841e-06,0.3578389090772841,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,18.039561605872503,19.0,1.0250323957864392e-05,3.107119028673298e-06,0.3107119028673298,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,18.07956063382344,19.0,3.69784241939304e-05,1.1209047239444746e-05,1.1209047239444747,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,18.119559661774375,19.0,1.7505869259489316e-05,5.306448821833987e-06,0.5306448821833987,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,18.159558689725316,19.0,1.4014533112852156e-05,4.248141101872777e-06,0.42481411018727766,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 1e13 W/cm^2,10000000000000.0,18.19955771767625,19.0,4.654995002587261e-06,1.4110406276302137e-06,0.14110406276302137,100000.0,0.01,15.126023203404115,18.613676776582036,22.00238858521466,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
