case_label,intensity_w_cm2,mean_peak_field_amplitude_au,harmonic_order,mean_intensity,std_intensity,normalized_intensity,display_intensity,mean_cutoff_order,cutoff_order_p95,cutoff_order_p99,intensity_g2,spectrum_model,frequency_grid,tdse_amplitude_bin_count,tdse_library_field_amplitude_min_au,tdse_library_field_amplitude_max_au,driver_sampling,normalization_scope,claim_level,mechanism
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,3.9199047391918076,6.036358711188104e-07,7.640954460324141e-07,1.8297650974280078e-07,0.01829765097428008,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,3.9599037671427446,8.61096317348037e-08,3.5358900982489186e-07,2.6101894575730273e-08,0.01,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,3.9999027950936807,9.326989051259017e-07,2.156981108279843e-06,2.8272340738226057e-07,0.028272340738226057,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.039901823044618,1.3635229061539587e-07,3.627932847620599e-06,4.133164946940431e-08,0.01,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.079900850995555,7.035810599510307e-07,6.003152535447785e-06,2.13272293497682e-07,0.0213272293497682,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.119899878946492,6.558844538259344e-07,2.2765620559357046e-06,1.988143082570576e-07,0.01988143082570576,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.159898906897428,9.92475758754336e-08,9.400877124301249e-07,3.0084320536587705e-08,0.01,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.199897934848366,9.274048551882311e-07,1.4116491933491578e-06,2.811186538771323e-07,0.028111865387713233,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.2398969627993015,1.0776328229969513e-07,7.375805056160409e-07,3.266563538889713e-08,0.01,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.279895990750239,6.139655219121828e-07,1.2076034302881892e-06,1.8610767463783936e-07,0.018610767463783935,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.3198950187011755,6.373521485110512e-07,9.32425020489229e-07,1.931967220494648e-07,0.01931967220494648,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.359894046652112,1.749949619736881e-07,2.5755501884206977e-06,5.30451699385792e-08,0.01,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.39989307460305,9.458555201098724e-07,2.895420162229248e-06,2.8671149292352385e-07,0.028671149292352385,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.439892102553986,2.2821838273486455e-07,5.816000839980072e-06,6.91784652468956e-08,0.01,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.479891130504924,7.977927286580797e-07,1.0329273924606463e-05,2.4183010979363886e-07,0.024183010979363886,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.51989015845586,6.670589126109614e-07,1.3864292737425582e-06,2.0220155471568725e-07,0.020220155471568725,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.559889186406797,1.517247515964573e-07,4.601831141480562e-06,4.599141107578237e-08,0.01,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.599888214357733,9.613863143675597e-07,1.3521829752013824e-06,2.9141924914340863e-07,0.029141924914340863,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.63988724230867,3.333494995143369e-07,7.267646550182612e-06,1.0104622813848234e-07,0.010104622813848234,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.6798862702596065,8.732967051210428e-07,2.113031799376543e-05,2.6471717589739655e-07,0.026471717589739655,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.719885298210544,1.396411206743063e-06,3.093999728024689e-05,4.2328572737402395e-07,0.0423285727374024,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.7598843261614805,1.8029865071705916e-06,0.00011176229828793803,5.465284519688606e-07,0.05465284519688606,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.799883354112417,1.1809294599283674e-06,1.2200185596368076e-05,3.5796804194165104e-07,0.0357968041941651,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.8398823820633545,2.8823201519120134e-06,8.616132757586558e-05,8.737003657199737e-07,0.08737003657199738,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.87988141001429,7.234551425790281e-06,0.0002530327629313022,2.1929660458918643e-06,0.21929660458918643,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.919880437965228,2.6399890463149023e-06,0.00010128733479690051,8.002439957032453e-07,0.08002439957032453,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.959879465916164,0.0005438534945479585,0.009474120557842372,0.00016485503762287893,16.48550376228789,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,4.999878493867102,0.001665465933892778,0.031039482670695288,0.0005048426680051526,50.484266800515265,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.039877521818038,0.000740545277535554,0.016568158089664456,0.00022447703437309345,22.447703437309347,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.079876549768976,3.339552989193213e-05,0.0011923050629785575,1.0122986046722857e-05,1.0122986046722857,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.119875577719911,7.493889880711102e-06,0.0003737287145317829,2.271577751381717e-06,0.2271577751381717,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.159874605670849,3.324262973567301e-06,4.6184303151355923e-05,1.0076638342303686e-06,0.10076638342303686,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.1998736336217855,3.961629820766756e-06,0.00010690577674282561,1.2008650118048124e-06,0.12008650118048124,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.239872661572723,1.20239021617334e-06,2.6921394121826644e-05,3.644733118601997e-07,0.03644733118601997,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.2798716895236595,5.289243615675364e-06,0.0001908525591328155,1.6032965936598255e-06,0.16032965936598256,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.319870717474597,1.964111861705802e-06,4.8002561294662075e-05,5.953694112532723e-07,0.05953694112532723,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.359869745425533,3.9969146548401413e-07,6.723683032300912e-06,1.2115606912607655e-07,0.012115606912607655,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.399868773376469,2.5407785338082416e-06,3.6432364242048584e-05,7.701709099626362e-07,0.07701709099626362,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.439867801327407,7.859342624803642e-07,2.8029726842130525e-05,2.3823552428950076e-07,0.023823552428950075,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.479866829278343,1.280692893694757e-06,8.848064142752244e-06,3.8820873137698473e-07,0.03882087313769847,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.519865857229281,1.2814707501800645e-06,2.4966704209343258e-05,3.8844451833328103e-07,0.0388444518333281,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.559864885180217,3.3138289486624123e-07,5.893323415076826e-06,1.0045010310388893e-07,0.010045010310388893,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.599863913131154,2.006992499244125e-06,2.6636404234679113e-05,6.083675609122148e-07,0.06083675609122148,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.6398629410820895,5.821945587170422e-07,1.879152033408821e-05,1.7647713371945576e-07,0.017647713371945577,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.679861969033027,1.22245732862226e-06,1.8132269404933693e-05,3.7055613491992634e-07,0.037055613491992635,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.7198609969839636,1.333247077089569e-06,2.097176383064346e-05,4.0413916478900616e-07,0.040413916478900615,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.759860024934901,7.065632811138074e-07,1.542070828934387e-05,2.1417627625575535e-07,0.021417627625575534,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.799859052885838,1.416970094080658e-06,1.1826185661421843e-05,4.2951761919691434e-07,0.04295176191969143,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.839858080836774,7.006279196695452e-07,1.293410593796692e-05,2.1237712585218476e-07,0.021237712585218477,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.879857108787712,1.0877352834772279e-06,8.656484784735682e-06,3.2971865195132705e-07,0.032971865195132705,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.919856136738647,1.212131131009557e-06,1.2040826647317521e-05,3.674260167667675e-07,0.03674260167667675,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.959855164689585,4.480341928419492e-07,8.465008064165354e-06,1.3580990920852213e-07,0.013580990920852213,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,5.999854192640521,2.0313716450601826e-06,4.971884810795049e-05,6.157574647025001e-07,0.061575746470250006,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,6.039853220591459,1.1196399688715899e-06,3.3699764135200316e-05,3.393897272754001e-07,0.03393897272754001,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
BSV - 1e13 W/cm^2,10000000000000.0,0.016880323915389028,6.079852248542395,2.6497213453995116e-06,0.0001125326813233033,8.031940889688664e-07,0.08031940889688664,15.126023203404115,18.613676776582036,22.00238858521466,2.9907608109560786,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,13,1.6079090899617815e-08,0.11079987270298704,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration
