case_label,intensity_w_cm2,harmonic_order,nearest_harmonic_order,mean_intensity,raw_normalized_intensity,display_metric,normalized_intensity,display_intensity,display_scale,display_floor,display_frequency_rolloff,display_rolloff_reference_order,display_frequency_rolloff_power,mean_cutoff_order,cutoff_order_p95,cutoff_order_p99,bsv_tail_quantile,spectrum_model,frequency_grid,driver_sampling,normalization_scope,claim_level,mechanism,processing
BSV - 2e13 W/cm^2,20000000000000.0,3.279920291976819,3.0,4.988582363063824e-05,1.8277479708771127e-05,4.988582363063824e-05,5.286857670308795e-06,0.5286857670308795,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.3199193199277555,3.0,1.1087538269557191e-05,4.06232153732734e-06,1.1087538269557191e-05,1.1750479891695992e-06,0.11750479891695992,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.359918347878692,3.0,2.0672654389422757e-05,7.574176261511164e-06,2.0672654389422757e-05,2.1908705413703557e-06,0.21908705413703555,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.399917375829629,3.0,7.745735995275777e-06,2.837931143151497e-06,7.745735995275777e-06,8.208865921912964e-07,0.08208865921912964,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.439916403780566,3.0,7.668310336927073e-07,2.8095634467517215e-07,7.668310336927073e-07,8.126810859787428e-08,0.01,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.4799154317315026,3.0,5.251093964015862e-06,1.9239286111977644e-06,5.251093964015862e-06,5.565065259164949e-07,0.05565065259164949,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.5199144596824397,3.0,1.789359943177575e-06,6.55596874480181e-07,1.789359943177575e-06,1.8963486321435802e-07,0.018963486321435803,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.5599134876333767,3.0,1.7335128192800234e-06,6.35135256338152e-07,1.7335128192800234e-06,1.837162319509239e-07,0.01837162319509239,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.599912515584313,3.0,2.1316027914977387e-06,7.809899473090318e-07,2.1316027914977387e-06,2.2590547269946472e-07,0.022590547269946474,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.6399115435352494,3.0,7.205008188542078e-07,2.639815911282826e-07,7.205008188542078e-07,7.635807135964894e-08,0.01,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.6799105714861864,3.0,8.824786343540292e-07,3.2332803507976206e-07,8.824786343540292e-07,9.352434413958054e-08,0.01,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.7199095994371234,3.0,1.7960462673243984e-06,6.580466516919333e-07,1.7960462673243984e-06,1.9034347422905306e-07,0.019034347422905305,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.75990862738806,3.0,5.908821247337799e-07,2.1649108422185748e-07,5.908821247337799e-07,6.262119107277882e-08,0.01,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.799907655338997,3.0,2.869531404314324e-06,1.0513568424642557e-06,2.869531404314324e-06,3.0411052701901747e-07,0.030411052701901746,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.839906683289934,3.0,5.134802836671515e-07,1.8813211414668048e-07,5.134802836671515e-07,5.441820899576644e-08,0.01,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.8799057112408706,3.0,1.1107095051916762e-06,4.069486873423473e-07,1.1107095051916762e-06,1.177120600530891e-07,0.011771206005308909,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.9199047391918076,3.0,1.6569731574736986e-06,6.070921768865758e-07,1.6569731574736986e-06,1.756046229074464e-07,0.01756046229074464,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.9599037671427446,3.0,1.5810821999363436e-06,5.792867737576534e-07,1.5810821999363436e-06,1.6756176299730097e-07,0.016756176299730096,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,3.9999027950936807,3.0,5.381474644360495e-06,1.971698299377298e-06,5.381474644360495e-06,5.703241608631244e-07,0.05703241608631244,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.039901823044618,5.0,1.3651162962386261e-05,5.001598367775623e-06,1.3651162962386261e-05,1.4467387799527401e-06,0.144673877995274,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.079900850995555,5.0,2.6172738636069985e-05,9.589331487952802e-06,2.6172738636069985e-05,2.773764848218536e-06,0.2773764848218536,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.119899878946492,5.0,3.845770575106404e-05,1.4090374486255037e-05,3.845770575106404e-05,4.075715340251872e-06,0.4075715340251872,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.159898906897428,5.0,1.1427548473709068e-05,4.186896600038028e-06,1.1427548473709068e-05,1.2110819849017975e-06,0.12110819849017974,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.199897934848366,5.0,4.745042246159967e-06,1.7385182214007875e-06,4.745042246159967e-06,5.028755900833293e-07,0.05028755900833293,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.2398969627993015,5.0,5.352797171036668e-07,1.9611912675468536e-07,5.352797171036668e-07,5.672849463373761e-08,0.01,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.279895990750239,5.0,2.2907966970709715e-06,8.39316404949951e-07,2.2907966970709715e-06,2.4277670904464063e-07,0.024277670904464064,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.3198950187011755,5.0,4.135788226577906e-06,1.5152959275714193e-06,4.135788226577906e-06,4.383073610320677e-07,0.04383073610320677,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.359894046652112,5.0,3.222787811269288e-06,1.1807851317096856e-06,3.222787811269288e-06,3.415483441937659e-07,0.03415483441937659,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.39989307460305,5.0,8.090156430784229e-06,2.964122053978227e-06,8.090156430784229e-06,8.573879805368346e-07,0.08573879805368347,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.439892102553986,5.0,5.489361367547476e-06,2.011226511009045e-06,5.489361367547476e-06,5.817579051314112e-07,0.05817579051314112,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.479891130504924,5.0,6.702744882638067e-06,2.4557935435237673e-06,6.702744882638067e-06,7.103512704786571e-07,0.07103512704786571,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.51989015845586,5.0,2.266829147801384e-06,8.305350245183605e-07,2.266829147801384e-06,2.402366483125051e-07,0.02402366483125051,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.559889186406797,5.0,3.6251125979959486e-06,1.328191400476108e-06,3.6251125979959486e-06,3.841863870255342e-07,0.03841863870255342,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.599888214357733,5.0,4.232726116309915e-06,1.5508126372023238e-06,4.232726116309915e-06,4.4858075713088375e-07,0.04485807571308838,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.63988724230867,5.0,1.8566832548338695e-05,6.802632099873583e-06,1.8566832548338695e-05,1.967697312132512e-06,0.19676973121325123,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.6798862702596065,5.0,0.00011803956841886494,4.3248074494711964e-05,0.00011803956841886494,1.2509734274727694e-05,1.2509734274727693,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.719885298210544,5.0,0.00037402531807387637,0.00013703773264882706,0.00037402531807387637,3.963888892342742e-05,3.963888892342742,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.7598843261614805,5.0,0.0005365796266976444,0.00019659539575252888,0.0005365796266976444,5.6866257960219165e-05,5.686625796021916,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.799883354112417,5.0,0.0003221636425412923,0.00011803632797666868,0.0003221636425412923,3.4142632128819496e-05,3.4142632128819494,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.8398823820633545,5.0,0.00039362883401543607,0.00014422019128668286,0.00039362883401543607,4.171645307046904e-05,4.171645307046904,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.87988141001429,5.0,0.0008543028741500654,0.00031300482403647754,0.0008543028741500654,9.053830074869584e-05,9.053830074869584,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.919880437965228,5.0,0.0007264066982324521,0.00026614542411012426,0.0007264066982324521,7.69839714935622e-05,7.69839714935622,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.959879465916164,5.0,0.013304909268679707,0.004874735776357533,0.013304909268679707,0.0014100431044438175,141.00431044438176,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,4.999878493867102,5.0,0.02649600770221391,0.009707772827934811,0.02649600770221391,0.0028080246322118975,280.8024632211897,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,5.039877521818038,5.0,0.00809653370542823,0.002966458599702439,0.00809653370542823,0.0008580638387449087,85.80638387449086,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,5.079876549768976,5.0,0.0005639323676758437,0.0002066170638703078,0.0005639323676758437,5.976507846512405e-05,5.976507846512405,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,5.119875577719911,5.0,3.8743842586090355e-05,1.4195211087427508e-05,3.8743842586090355e-05,4.106039881592864e-06,0.4106039881592864,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,5.159874605670849,5.0,6.495941564227464e-05,2.3800236517817202e-05,6.495941564227464e-05,6.884344285662202e-06,0.6884344285662202,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,5.1998736336217855,5.0,9.170373593329372e-05,3.359898766329815e-05,9.170373593329372e-05,9.718684877383537e-06,0.9718684877383538,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,5.239872661572723,5.0,2.0305143205020646e-05,7.439525217852128e-06,2.0305143205020646e-05,2.151922014859765e-06,0.21519220148597648,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
BSV - 2e13 W/cm^2,20000000000000.0,5.2798716895236595,5.0,6.907889459181425e-05,2.530955695057993e-05,6.907889459181425e-05,7.320923203218112e-06,0.7320923203218112,100000.0,0.01,1.0,9.0,4.0,16.366816709067592,23.430389465091444,30.495271637492333,0.999,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,single_mode_bsv_random_phase_gamma_intensity,shared_fig_iv2_intensity_cases,hhg_intensity_prediction,quantum_light_hhg_bsv_threshold_tdse_dipole_acceleration,shared_normalized_raw_spectrum_for_log_display
