driver_state,harmonic_order,mean_intensity,std_intensity,normalized_intensity,display_intensity,display_offset,mean_cutoff_order,normalized_intensity_cv,spectrum_model,frequency_grid,tdse_amplitude_bin_count,tdse_library_field_amplitude_min_au,tdse_library_field_amplitude_max_au,claim_level,mechanism
coherent,5.03985923396045,0.36442938548113596,0.4840944922958732,0.004444517852875243,0.004444517852875243,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.0798581167696595,0.009868406481982431,0.018836024647825387,0.00012035338130237314,0.00012035338130237314,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.119856999578869,0.019112294327380163,0.04271610852552715,0.0002330902411596125,0.0002330902411596125,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.15985588238808,0.0023384746383548457,0.0039631396174936604,2.85196328636953e-05,2.85196328636953e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.199854765197289,0.0014475954076326022,0.0009594878127534787,1.7654623609643993e-05,1.7654623609643993e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.2398536480065,0.003428547827519984,0.004796311217589679,4.181397723658038e-05,4.181397723658038e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.279852530815709,0.0019343076936767876,0.003477442508627475,2.3590482601039947e-05,2.3590482601039947e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.31985141362492,0.001400902884126372,0.0015506896664137394,1.708516965618398e-05,1.708516965618398e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.359850296434129,0.0006610638193413554,0.001081618051656538,8.06222018313239e-06,8.06222018313239e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.399849179243339,0.0006202736693514963,0.0007121640483486348,7.564750557811048e-06,7.564750557811048e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.4398480620525484,0.0005472445761454586,0.0010355124050863624,6.674100348292403e-06,6.674100348292403e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.479846944861759,0.0009313070452611479,0.0015481580335210178,1.1358059898783664e-05,1.1358059898783664e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.519845827670969,0.0004957139729393357,0.0009787244497473024,6.04564201028909e-06,6.04564201028909e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.559844710480179,0.0002101230240179806,0.00026014024017138014,2.562624115272915e-06,2.562624115272915e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.599843593289389,0.000870959636417655,0.0015726191949200715,1.0622073321780396e-05,1.0622073321780396e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.639842476098599,0.00042060355425573774,0.0004736676670636082,5.1296083146653176e-06,5.1296083146653176e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.679841358907809,0.0005798253116309624,0.0013437854597819186,7.071449371983094e-06,7.071449371983094e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.7198402417170175,0.0005882939417908199,0.0014113164582085856,7.174731322984908e-06,7.174731322984908e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.759839124526229,0.0003110686613225387,0.0009351753779445217,3.793739675774831e-06,3.793739675774831e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.799838007335437,0.0003373940124863884,0.0003685225524102129,4.114799112506221e-06,4.114799112506221e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.839836890144649,0.0001864400508627654,0.0002522457527311206,2.2737906644287937e-06,2.2737906644287937e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.879835772953858,0.0003290998770349338,0.0002500133030058063,4.013645268835007e-06,4.013645268835007e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.9198346557630686,0.0011481075833838566,0.0029135442264885576,1.400212182295365e-05,1.400212182295365e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.959833538572278,0.0006288063904048391,0.0017891785257561044,7.668814150282104e-06,7.668814150282104e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,5.9998324213814875,0.0011562488764976613,0.0009283812557640428,1.410141162786887e-05,1.410141162786887e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.039831304190698,0.0004989661979366272,0.0005575131023553943,6.085305584736977e-06,6.085305584736977e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.079830186999907,0.00046141012712593715,0.0006436872834969405,5.627278230599262e-06,5.627278230599262e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.119829069809118,0.001020803404537631,0.00178262612714412,1.2449542041604047e-05,1.2449542041604047e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.159827952618327,0.00018427163935596394,0.00030647297126764353,2.2473450921497217e-06,2.2473450921497217e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.199826835427538,0.0003159356458676862,0.001186141143330121,3.8530965788193465e-06,3.8530965788193465e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.239825718236748,0.0013816867476609416,0.0028318611037387036,1.685081297424096e-05,1.685081297424096e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.2798246010459575,0.0016422143530817233,0.002721108737874078,2.002816266005393e-05,2.002816266005393e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.319823483855167,0.0019631984095828028,0.0036777565096212245,2.3942828783159992e-05,2.3942828783159992e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.359822366664377,0.0007152267095465711,0.0008342825524692587,8.722781438813194e-06,8.722781438813194e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.399821249473587,0.0011062278317715715,0.0021353144931166054,1.349136360440594e-05,1.349136360440594e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.439820132282797,0.0005721835694847938,0.0011234199746698495,6.978252004402883e-06,6.978252004402883e-06,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.479819015092007,0.0014041026138642075,0.0013408966495933592,1.7124193007512822e-05,1.7124193007512822e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.519817897901217,0.004057018255984529,0.005969262427902056,4.9478694053055137e-05,4.9478694053055137e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.559816780710427,0.0038415150221505685,0.004531889402598784,4.68504538279623e-05,4.68504538279623e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.599815663519637,0.009282057940490957,0.01283690783125754,0.00011320237574549246,0.00011320237574549246,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.6398145463288465,0.018658835522022736,0.022402236880911208,0.00022755993587620694,0.00022755993587620694,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.679813429138057,0.008656458048329834,0.00905181902619914,0.00010557266749406807,0.00010557266749406807,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.719812311947266,0.007572359869367996,0.015809559891971976,9.235119331381199e-05,9.235119331381199e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.759811194756477,0.010136227062187848,0.021643438422707377,0.00012361967484925287,0.00012361967484925287,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.799810077565686,0.0063650246958989395,0.01886364594262709,7.762674203005236e-05,7.762674203005236e-05,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.839808960374897,0.020668095584951588,0.02996460616851271,0.00025206452462929685,0.00025206452462929685,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.879807843184106,0.13030094907326667,0.10066950338148564,0.0015891278735334006,0.0015891278735334006,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.919806725993315,0.2012894363920324,0.26835006889666935,0.002454891206038303,0.002454891206038303,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.959805608802526,1.3310311607541037,1.4636642942743834,0.01623302618391922,0.01623302618391922,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,6.9998044916117355,4.129933618777269,4.689406359064569,0.05036795722609304,0.05036795722609304,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.039803374420946,2.746454887607168,3.6280800224413707,0.03349528953042779,0.03349528953042779,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.079802257230156,0.31522955799646335,0.592794079873425,0.0038444852530745647,0.0038444852530745647,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.119801140039366,0.28886034350426343,0.8794331314335689,0.0035228908667652705,0.0035228908667652705,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.159800022848575,0.06847554104536537,0.1855225959528541,0.0008351158737092882,0.0008351158737092882,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.199798905657786,0.0783420313669362,0.17137305944846307,0.0009554458858501787,0.0009554458858501787,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.239797788466996,0.03598154163827591,0.038728600989104474,0.00043882466825269004,0.00043882466825269004,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.279796671276205,0.051558217739110644,0.0999432423064151,0.000628795120078943,0.000628795120078943,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.319795554085415,0.03928866602915063,0.03848291301137814,0.0004791577862242723,0.0004791577862242723,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.359794436894625,0.016973729740070678,0.03460109200588611,0.0002070086767564703,0.0002070086767564703,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.399793319703836,0.014716372769307377,0.016106819158124303,0.0001794783409587024,0.0001794783409587024,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.439792202513046,0.02480778365007447,0.04526049289860773,0.00030255144539854863,0.00030255144539854863,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.479791085322255,0.028351712073943144,0.047912284297851736,0.0003457725844633941,0.0003457725844633941,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.519789968131464,0.025372829693808996,0.0461479027928209,0.00030944264937146377,0.00030944264937146377,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.5597888509406745,0.0129446504226759,0.014449629573401436,0.00015787072117374621,0.00015787072117374621,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.599787733749885,0.032262066606399534,0.04558164401928308,0.00039346259307131316,0.00039346259307131316,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.639786616559094,0.016262573966198526,0.018405525535625633,0.000198335543746142,0.000198335543746142,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.679785499368304,0.04590342237727808,0.06053005471237282,0.0005598302123593324,0.0005598302123593324,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.719784382177514,0.01378195363515154,0.024655208569164713,0.00016808232656117842,0.00016808232656117842,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.759783264986725,0.01738861446995976,0.024782320069945633,0.00021206853927673017,0.00021206853927673017,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.799782147795935,0.018292513826599566,0.017604889977274826,0.0002230923397380572,0.0002230923397380572,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.839781030605144,0.01660751793378842,0.03124660614490605,0.00020254242080730662,0.00020254242080730662,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.879779913414354,0.019523891533794035,0.02328975804659085,0.0002381100096112834,0.0002381100096112834,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.919778796223564,0.047580260239465204,0.04471063671959974,0.0005802806373573834,0.0005802806373573834,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
coherent,7.959777679032775,0.038091324090346546,0.06669575050616879,0.0004645552107047784,0.0004645552107047784,1.0,29.30730427175973,0.14006282952053878,tdse_dipole_acceleration,raw_fft_harmonic_order_grid,11,0.00010221851426811915,0.25554717819727235,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
