driver_state,harmonic_order,mean_intensity,std_intensity,normalized_intensity,display_intensity,display_offset,mean_cutoff_order,normalized_intensity_cv,spectrum_model,tdse_amplitude_bin_count,tdse_library_field_amplitude_min_au,tdse_library_field_amplitude_max_au,claim_level,mechanism
fock,133.0,0.0018911154112820933,0.0013529597338089111,0.0007044247091841481,0.004226548255104889,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,135.0,0.0011668997419889333,0.0004138934174637518,0.0004346604160136036,0.0026079624960816212,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,137.0,0.0014899542144748998,0.000932168094322916,0.0005549955110976654,0.003329973066585992,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,139.0,0.0022447585113294093,0.0008572092666382115,0.0008361538127701222,0.0050169228766207335,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,141.0,0.0018352235730665601,0.0007905594061504878,0.0006836054658709902,0.0041016327952259415,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,143.0,0.0017048953880661377,0.0016013562978923349,0.0006350593045580857,0.003810355827348514,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,145.0,0.001706369806857768,0.0033448364404341556,0.0006356085132538181,0.0038136510795229086,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,147.0,0.0013477823169187016,0.0014233609300848423,0.0005020376656945197,0.003012225994167118,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,149.0,0.0011193659714933003,0.0027335737640081614,0.0004169544831773249,0.0025017268990639493,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
fock,151.0,0.00122064310280828,0.002560919255967703,0.000454679369425908,0.002728076216555448,6.0,41.28939862737793,0.09949880955604297,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,1.0,1254.712508657384,6073.215484458108,1.0,30.0,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,3.0,0.7287324322316142,1.030114200666895,0.0005807963395625988,0.017423890186877965,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,5.0,1.137757138603021,2.145037644755219,0.0009067871171703611,0.027203613515110834,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,7.0,1.513301782267694,2.660680191717765,0.001206094441416716,0.036182833242501475,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,9.0,8.612813142087715,13.879076516679234,0.006864371784500603,0.2059311535350181,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,11.0,1.195275711267134,1.7494059639334911,0.0009526291505184316,0.028578874515552948,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,13.0,5.429091735664835,10.39109225239291,0.004326960716661925,0.12980882149985773,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,15.0,1.8413227860023396,3.3073157235679176,0.0014675256469489277,0.04402576940846783,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,17.0,2.3381217579338096,3.881805331836761,0.0018634721036102024,0.05590416310830607,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,19.0,1.8920411468091403,2.7740118113134304,0.0015079479432573246,0.04523843829771974,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,21.0,3.3147283826842204,5.138738536826853,0.0026418230150834906,0.07925469045250472,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,23.0,1.0947651127798024,2.020470878929632,0.0008725226737009782,0.026175680211029347,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,25.0,1.9606434052077946,5.11906749025027,0.001562623622287625,0.046878708668628755,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,27.0,1.9379647771601958,3.0269108523438306,0.001544548861821687,0.04633646585465061,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,29.0,0.9336762940325751,2.084468341865964,0.0007441356387142929,0.022324069161428785,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,31.0,1.0292043904321226,1.5490283228120245,0.0008202710846753506,0.024608132540260518,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,33.0,0.5891458162049961,1.3043871720778735,0.00046954645955942263,0.014086393786782678,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,35.0,0.5940506001740716,1.050266369493521,0.000473455549438764,0.01420366648316292,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,37.0,1.5133270600872655,2.910679019018968,0.0012061145877206678,0.03618343763162003,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
thermal,39.0,1.3634867860948516,3.162562615102741,0.0010866925902841779,0.03260077770852533,30.0,41.28939862737793,1.0032529856219892,tdse_dipole_acceleration,9,0.00013629135235749222,0.34072957092969647,hhg_intensity_prediction,quantum_light_hhg_tdse_dipole_acceleration
